ID,LicenceArea,GridSupplyPoint,Substation,SiteFunctionalLocation,Proposed_Connection_Voltage_kV,Status of Connection,Demand_Numbers_Received_Total_Number,Demand_Numbers_Received_Total_Capacity,Generation_Numbers_Received_Total_Number,Generation_Numbers_Received_Total_Capacity,Spatial Coordinates
9,Eastern Power Networks (EPN),Barking West 33kV,Barking West 33kV,EPN-S0000000G7121,33,Budget Estimates Provided,,,1,5,"51.5164558877335, 0.106964056610493"
10,Eastern Power Networks (EPN),Barking West 33kV,Chequers Primary 11kV,EPN-S0000000H7090,11,Budget Estimates Provided,3.0,11.1,1,5,"51.5296315548959, 0.146572364532085"
11,Eastern Power Networks (EPN),Barking West 33kV,Chequers Primary 11kV,EPN-S0000000H7090,11,Connection offers made (not yet accepted by customer),2.0,7.6,,,"51.5296315548959, 0.146572364532085"
12,Eastern Power Networks (EPN),Barking West 33kV,May & Baker Primary 11kV,,11,Connection offers made (not yet accepted by customer),,,1,0.8,
52,Eastern Power Networks (EPN),Bramford,Dock Rd Primary 11kV,EPN-S0000000H1060,11,Connection offers made (not yet accepted by customer),1.0,1.2,,,"51.9538521006963, 1.32655054208453"
53,Eastern Power Networks (EPN),Bramford,East Bay Primary 11kV,,11,Connection offers made (not yet accepted by customer),1.0,1.8,,,
55,Eastern Power Networks (EPN),Bramford,Fornham Primary 11kV,EPN-S0000000H1062,11,Connection offers made (not yet accepted by customer),2.0,9.1,,,"52.2661025267136, 0.708490719934307"
75,Eastern Power Networks (EPN),Bramford,Martlesham Primary 11kV,,11,Connection offers made (not yet accepted by customer),4.0,9.0,,,
77,Eastern Power Networks (EPN),Bramford,Old Rd Primary 11kV,,11,Connection offers made (not yet accepted by customer),5.0,7.1,,,
90,Eastern Power Networks (EPN),Bramford,Thetford Grid 33kV,EPN-S0000000H1056,132,Connection offers made (not yet accepted by customer),,,1,50,"52.3872190958013, 0.736478402750066"
122,Eastern Power Networks (EPN),Burwell,Burwell Local Grid 33kV,EPN-S0000000D4033,33,Connection offers made (not yet accepted by customer),1.0,20.0,1,24,"52.2774898958568, 0.317253092352746"
130,Eastern Power Networks (EPN),Burwell,Fulbourn Grid 33kV,,33,Budget Estimates Provided,1.0,40.0,,,
137,Eastern Power Networks (EPN),Burwell,Histon Primary 11kV,EPN-S0000000H4066,11,Budget Estimates Provided,,,1,2,"52.2438524986778, 0.106523770553321"
139,Eastern Power Networks (EPN),Burwell,Landbeach Primary 11kV,EPN-S0000000H4020,11,Budget Estimates Provided,1.0,2.0,,,"52.2913555214597, 0.173533476514472"
142,Eastern Power Networks (EPN),Burwell,Landbeach Switching Station 33kV,EPN-S0000000G4010,33,Connection offers made (not yet accepted by customer),1.0,12.0,1,25,
145,Eastern Power Networks (EPN),Burwell,Longstanton Primary 11kV,EPN-S0000000H4043,33,Connection offers made (not yet accepted by customer),,,1,30,"52.2657711622001, 0.0318234662643994"
152,Eastern Power Networks (EPN),Burwell,Sawston Primary 11kV,EPN-S0000000H4045,11,Connection offers made (accepted by customer),1.0,7.0,,,"52.1228628290103, 0.153988197899791"
154,Eastern Power Networks (EPN),Burwell,Sawston Primary 11kV,EPN-S0000000H4045,33,Budget Estimates Provided,4.0,115.0,3,70,"52.1228628290103, 0.153988197899791"
159,Eastern Power Networks (EPN),Eaton Socon,Austin Canons Primary 11kV,EPN-S0000000H4074,11,Budget Estimates Provided,2.0,6.0,,,"52.1267409229522, -0.482627126732345"
161,Eastern Power Networks (EPN),Eaton Socon,Biggleswade Primary 11kV,EPN-S0000000H4059,11,Budget Estimates Provided,1.0,1.3,,,"52.0808181461322, -0.262227400688808"
162,Eastern Power Networks (EPN),Eaton Socon,Biggleswade Primary 11kV,EPN-S0000000H4059,11,"Connection offers made (cancelled, expired, superseded)",1.0,2.0,,,"52.0808181461322, -0.262227400688808"
169,Eastern Power Networks (EPN),Eaton Socon,Harrowden Primary 11kV,EPN-S0000000H4040,11,Budget Estimates Provided,1.0,6.0,2,8,"52.1192971820726, -0.453638240462025"
172,Eastern Power Networks (EPN),Eaton Socon,Huntingdon Grid 11kV,EPN-S0000000F4068,11,Connection offers made (not yet accepted by customer),4.0,20.3,,,"52.3407372864036, -0.183060686204365"
177,Eastern Power Networks (EPN),Eaton Socon,Little Barford 11kV,EPN-S0000000F4055,11,Connection offers made (not yet accepted by customer),6.0,26.5,,,"52.2065166590149, -0.268171894048518"
186,Eastern Power Networks (EPN),Eaton Socon,Sandy Primary 11kV,EPN-S0000000H4053,11,"Connection offers made (cancelled, expired, superseded)",1.0,1.2,,,"52.1264114767571, -0.281052735846842"
204,Eastern Power Networks (EPN),Elstree,Hemel North Primary 11kV,EPN-S0000000H8052,11,Budget Estimates Provided,1.0,1.8,,,"51.7693269922491, -0.448133912648973"
214,Eastern Power Networks (EPN),Elstree,Tunnel Primary 11kV,EPN-S0000000H8104,11,Connection offers made (not yet accepted by customer),4.0,12.1,,,"51.7651303357817, -0.239016222977169"
216,Eastern Power Networks (EPN),Elstree,West Potters Bar Primary 11kV,EPN-S0000000H8083,11,Connection offers made (accepted by customer),1.0,2.5,,,"51.7073052071919, -0.202401263478464"
219,Eastern Power Networks (EPN),Elstree Stanmore,Stonegrove Primary 11kV,,11,Connection offers made (not yet accepted by customer),2.0,3.4,,,
225,Eastern Power Networks (EPN),Mill Hill,Church End Primary 11kV,EPN-S0000000H8090,11,Connection offers made (not yet accepted by customer),3.0,8.5,,,"51.5961025321988, -0.208571164197179"
229,Eastern Power Networks (EPN),Mill Hill,Colindale Grid 11kV,EPN-S0000000F8073,11,Connection offers made (not yet accepted by customer),7.0,14.3,,,"51.5923388863545, -0.255408189186246"
231,Eastern Power Networks (EPN),Mill Hill,Golders Grn Primary 11kV,EPN-S0000000H8116,11,Connection offers made (accepted by customer),1.0,1.5,,,"51.5673765002693, -0.194780880578112"
262,Eastern Power Networks (EPN),Norwich,North Walsham Primary 11kV,,11,Budget Estimates Provided,1.0,1.2,,,
265,Eastern Power Networks (EPN),Norwich,Norwich Main 132kV,EPN-S0000000C5012,132,"Connection offers made (cancelled, expired, superseded)",1.0,180.0,,,"52.5740279616305, 1.27181803305154"
267,Eastern Power Networks (EPN),Norwich,Peachman Way Primary 11kV,EPN-S0000000H5035,11,Budget Estimates Provided,1.0,10.0,,,"52.6339522341422, 1.37654425622674"
281,Eastern Power Networks (EPN),Norwich,Trowse Grid 33kV,EPN-S0000000D5084,11,Budget Estimates Provided,1.0,34.4,,,"52.6078675543899, 1.30817283390477"
295,Eastern Power Networks (EPN),Pelham,Dunmow Primary 11kV,EPN-S0000000H3068,11,Connection offers made (not yet accepted by customer),1.0,2.0,,,"51.8680750681031, 0.370549140110797"
310,Eastern Power Networks (EPN),Rayleigh,Chalvedon Primary 11kV,EPN-S0000000H7141,11,Budget Estimates Provided,1.0,8.4,,,"51.5755660966243, 0.501616411570561"
330,Eastern Power Networks (EPN),Rayleigh,Rayleigh Main 132kV,EPN-S0000000C7130,132,Connection offers made (not yet accepted by customer),,,2,250,"51.5942853304779, 0.566379638723486"
338,Eastern Power Networks (EPN),Rayleigh,West Hanningfield Pri 11kV,EPN-S0000000H3012,11,Connection offers made (not yet accepted by customer),,,1,7,"51.6641609550918, 0.520001880605543"
349,Eastern Power Networks (EPN),Rye House,New Harlow Primary 11kV,EPN-S0000000H7032,11,Budget Estimates Provided,1.0,1.5,,,"51.7808147754037, 0.110328154033663"
388,Eastern Power Networks (EPN),Sundon,Sundon GIS 132kV,EPN-S0000000C8086,132,Connection offers made (not yet accepted by customer),2.0,250.0,,,"51.9317779571192, -0.500702627893215"
414,Eastern Power Networks (EPN),Tottenham,Lonsdale Dr Primary 11kV,EPN-S0000000H7074,11,Connection offers made (not yet accepted by customer),1.0,1.3,,,"51.6488874713782, -0.112721418840108"
426,Eastern Power Networks (EPN),Tottenham,West Grn Primary 11kV,EPN-S0000000H7119,11,Budget Estimates Provided,1.0,1.3,,,"51.5894462682209, -0.102034553788448"
441,Eastern Power Networks (EPN),Walpole,Kings Lynn Grid  33kV,EPN-S0000000D6046,132,Budget Estimates Provided,,,4,240,"52.7576600302301, 0.399591493869985"
455,Eastern Power Networks (EPN),Walpole,Orton Primary 11kV,EPN-S0000000H6076,33,Budget Estimates Provided,,,1,7,"52.5409901737158, -0.305602475962414"
459,Eastern Power Networks (EPN),Walpole,Peterborough East Grid 11kV,EPN-S0000000F6057,11,Budget Estimates Provided,4.0,14.0,,,"52.587102404767, -0.217291123167596"
465,Eastern Power Networks (EPN),Walpole,Snettisham Primary 11kV,,11,Budget Estimates Provided,2.0,8.3,,,
471,Eastern Power Networks (EPN),Walpole,Walsoken Grid 11kV,EPN-S0000000H6077,11,Budget Estimates Provided,3.0,4.6,,,"52.6607115379039, 0.19024815471233"
492,Eastern Power Networks (EPN),Warley,Purfleet Primary 11kV T3 & T4,EPN-S0000000H7013,11,Connection offers made (not yet accepted by customer),3.0,18.3,1,1.6,"51.4778309809557, 0.257263287761835"
497,Eastern Power Networks (EPN),Warley,Warley Grid 132kV,EPN-S0000000C7159,132,"Connection offers made (cancelled, expired, superseded)",1.0,45.0,,,"51.552727386882, 0.30063947297193"
500,Eastern Power Networks (EPN),Watford South,Berkhamsted Primary 11kV,,11,Budget Estimates Provided,1.0,2.2,,,
507,Eastern Power Networks (EPN),Watford South,Lye Grn Primary 11kV,EPN-S0000000H8161,11,"Connection offers made (cancelled, expired, superseded)",2.0,3.0,,,"51.7219807863055, -0.589783826433602"
520,Eastern Power Networks (EPN),Willesden,Beresford Av Primary 11kV,EPN-S0000000H8024,11,Budget Estimates Provided,2.0,5.0,,,"51.5408946262329, -0.288423634196154"
521,Eastern Power Networks (EPN),Willesden,Leicester Rd Grid 33kV,EPN-S0000000D8122,33,Budget Estimates Provided,1.0,20.0,,,"51.5450707591394, -0.258125250627133"
527,Eastern Power Networks (EPN),Wymondley,Melbourn Grid 33kV,EPN-S0000000D4071,33,Connection offers made (not yet accepted by customer),,,1,25,"52.0749472610913, -0.00399539415023235"
528,Eastern Power Networks (EPN),Wymondley,North Hitchin Primary 11kV,EPN-S0000000H8165,11,Connection offers made (not yet accepted by customer),3.0,7.2,,,"51.9550278561922, -0.262438239958514"
532,Eastern Power Networks (EPN),Wymondley,Royston Primary 11kV,EPN-S0000000H7031,11,Connection offers made (not yet accepted by customer),3.0,4.9,,,"52.0523002712469, -0.0218071435024984"
533,Eastern Power Networks (EPN),Wymondley,Shepreth Primary 11kV,EPN-S0000000H4012,11,Connection offers made (not yet accepted by customer),1.0,3.0,,,"52.1136385948748, 0.0302731405775739"
534,Eastern Power Networks (EPN),Wymondley,Stevenage Grid 33kV,EPN-S0000000D8169,33,Budget Estimates Provided,,,2,35,"51.9050728601295, -0.223517716803999"
535,Eastern Power Networks (EPN),Wymondley,Verity Way Primary 11kV,EPN-S0000000H8064,11,Budget Estimates Provided,1.0,4.0,,,"51.9191286046161, -0.177738473362957"
536,Eastern Power Networks (EPN),Wymondley,Verity Way Primary 11kV,EPN-S0000000H8064,11,Connection offers made (not yet accepted by customer),2.0,2.1,,,"51.9191286046161, -0.177738473362957"
551,London Power Networks (LPN),Barking C 132kV,Royal Docks 132/11kV,,11,Budget Estimates Provided,1.0,10.0,,,
583,London Power Networks (LPN),City Road,Finsbury Mkt F 33kV,LPN-S000000003433,33,Budget Estimates Provided,1.0,4.0,,,"51.5213652388713, -0.0833021594520701"
585,London Power Networks (LPN),City Road,Limeburner Ln 11kV,LPN-S000000000463,11,Connection offers made (not yet accepted by customer),4.0,8.5,,,"51.5148261005768, -0.103120189656031"
586,London Power Networks (LPN),City Road,Newington House B 11kV,LPN-S000000000965,11,Budget Estimates Provided,1.0,2.5,,,"51.4980113660721, -0.0998707974429451"
592,London Power Networks (LPN),Hurst,Eltham Grid 11kV,LPN-S000000000728,11,Connection offers made (not yet accepted by customer),1.0,1.7,,,"51.4596810194951, 0.0784216086642374"
593,London Power Networks (LPN),Hurst,Eltham High St 11kV,,11,Connection offers made (not yet accepted by customer),1.0,1.5,,,
604,London Power Networks (LPN),Hackney 132kV,Kings Yard A 11kV,LPN-S0000000L0645,11,Connection offers made (not yet accepted by customer),1.0,7.0,,,"51.543414297308, -0.0188479986435935"
607,London Power Networks (LPN),Hackney 66kV,Waterloo Rd 11kV,,11,Connection offers made (not yet accepted by customer),1.0,1.0,,,
614,London Power Networks (LPN),Islington,Georgiana St 11kV,LPN-S000000000238,11,Connection offers made (not yet accepted by customer),3.0,25.0,,,"51.5395988313836, -0.137247243041404"
617,London Power Networks (LPN),Littlebrook,Dartford Grid B 11kV,LPN-S000000000716,11,"Connection offers made (cancelled, expired, superseded)",1.0,6.0,,,"51.4498431381215, 0.212531269556336"
624,London Power Networks (LPN),New Cross 132kV,Deptford Grid 11kV,LPN-S000000000786,11,Budget Estimates Provided,2.0,15.0,,,"51.4843563678957, -0.023454090166356"
629,London Power Networks (LPN),New Cross 132kV,New Cross 132kV,,132,Budget Estimates Provided,1.0,79.0,,,
644,London Power Networks (LPN),New Cross 66kV,Verney Rd 11kV,LPN-S000000000988,11,"Connection offers made (cancelled, expired, superseded)",1.0,1.8,,,"51.4845215815859, -0.0646255603318666"
645,London Power Networks (LPN),New Cross 66kV,Verney Rd 11kV,LPN-S000000000988,11,Connection offers made (not yet accepted by customer),9.0,16.2,,,"51.4845215815859, -0.0646255603318666"
647,London Power Networks (LPN),Redbridge,Ley St B 11kV,,11,Connection offers made (not yet accepted by customer),1.0,2.0,,,
652,London Power Networks (LPN),St Johns Wood,Ebury Bridge 11kV,LPN-S000000000330,11,Budget Estimates Provided,1.0,2.5,,,"51.4905931459516, -0.148824656020859"
656,London Power Networks (LPN),St Johns Wood,Shorts Gdns 11kV,LPN-S000000000283,11,Budget Estimates Provided,1.0,3.1,,,"51.5152661532079, -0.123769754423759"
662,London Power Networks (LPN),St Johns Wood,Longford St B 11kV,LPN-S000000000256,11,Connection offers made (not yet accepted by customer),2.0,3.0,,,"51.5252111093258, -0.141798828376192"
682,London Power Networks (LPN),West Ham,West Ferry Circus 11kV,,11,Connection offers made (not yet accepted by customer),4.0,10.6,,,
685,London Power Networks (LPN),Willesden 132kV,Fulham Palace Rd C 11kV,LPN-S000000000130,11,Budget Estimates Provided,2.0,5.0,,,"51.4906347192032, -0.221826595389063"
688,London Power Networks (LPN),Willesden 132kV,Gibbons Rd 11kV,LPN-S000000000240,11,"Connection offers made (cancelled, expired, superseded)",1.0,5.0,,,"51.5463340961811, -0.256605931549261"
693,London Power Networks (LPN),Willesden Grid 66 kV,Bulwer St 11kV,LPN-S000000000109,11,Connection offers made (not yet accepted by customer),2.0,6.9,,,"51.5055865356577, -0.223434837802431"
707,London Power Networks (LPN),Wimbledon 3&4 132kV,Gorringe Park 11kV,LPN-S000000001037,11,Connection offers made (not yet accepted by customer),3.0,6.3,1,1.9,"51.4114161262174, -0.156410405717846"
726,South Eastern Power Networks (SPN),Beddington,West Wickham 11kV,SPN-S000000008513,11,Connection offer made (accepted by customer),1.0,1.22,,,"51.3673846818439, -0.0052503842234876"
727,South Eastern Power Networks (SPN),Beddington,West Wickham 11kV,SPN-S000000008513,11,Connection offer made (not yet accepted by customer),1.0,7.82,,,"51.3673846818439, -0.0052503842234876"
730,South Eastern Power Networks (SPN),Bolney,Brighton Town 11kV,SPN-S000000008307,11,"Connection offer made (cancelled, expired, superseded)",1.0,1.5,,,"50.8249300033946, -0.14134268577123"
754,South Eastern Power Networks (SPN),Bolney,Newhaven Town 11kV,,11,"Connection offer made (cancelled, expired, superseded)",,,1,5.1,
756,South Eastern Power Networks (SPN),Bolney,Nutfield 11kV,SPN-S000000008450,11,"Connection offer made (cancelled, expired, superseded)",1.0,1.3,,,"51.2350505862432, -0.150161113209501"
759,South Eastern Power Networks (SPN),Bolney,Pulborough 11kV,,11,Connection offer made (not yet accepted by customer),1.0,4.95,,,
760,South Eastern Power Networks (SPN),Bolney,Queens Park 11kV,,11,Connection offer made (not yet accepted by customer),1.0,1.35,,,
771,South Eastern Power Networks (SPN),Bolney,Bolney 132kV,SPN-S000000009905,132,Budget Estimates Provided,1.0,100.0,,,"50.975180415783, -0.235162529579716"
775,South Eastern Power Networks (SPN),Canterbury,Canterbury Town 11kV,,11,"Connection offer made (cancelled, expired, superseded)",1.0,1.76,,,
788,South Eastern Power Networks (SPN),Chessington,Ewell 11kV,,11,Connection offer made (not yet accepted by customer),1.0,1.35,,,
796,South Eastern Power Networks (SPN),Chessington,Kingston 11kV,SPN-S000000008325,11,Budget Estimates Provided,,,1,1,"51.4137729656541, -0.30601715065195"
807,South Eastern Power Networks (SPN),Kemsley,Sittingbourne Town 11kV,,11,Connection offer made (not yet accepted by customer),1.0,1.1,,,
813,South Eastern Power Networks (SPN),Kingsnorth,Aylesford 6.6kV,SPN-S000000008312,11,Connection offer made (not yet accepted by customer),2.0,3.8,,,"51.3006804902293, 0.467312962378983"
820,South Eastern Power Networks (SPN),Kingsnorth,Lordswood 11KV,,11,"Connection offer made (cancelled, expired, superseded)",1.0,15.69,,,
823,South Eastern Power Networks (SPN),Kingsnorth,Strood 11kV,,11,"Connection offer made (cancelled, expired, superseded)",1.0,1.5,1,1,
829,South Eastern Power Networks (SPN),Laleham,Richmond 11kV,,11,Connection offer made (accepted by customer),1.0,7.26,,,
830,South Eastern Power Networks (SPN),Laleham,Richmond 11kV,,11,Connection offer made (not yet accepted by customer),2.0,2.12,,,
845,South Eastern Power Networks (SPN),Ninfield,Hartley Grid 33kV,SPN-S000000009122,33,"Connection offer made (cancelled, expired, superseded)",,,1,10.2,"51.0933573232757, 0.506617889066594"
847,South Eastern Power Networks (SPN),Ninfield,Little Common 11kV,SPN-S000000008429,11,Connection offer made (not yet accepted by customer),1.0,1.4,,,"50.8433736919331, 0.434125561399546"
857,South Eastern Power Networks (SPN),Ninfield,Ninfield 132kV,SPN-S000000009936,132,Budget Estimates Provided,,,1,99.9,"50.8807166803942, 0.449620344398189"
875,South Eastern Power Networks (SPN),Northfleet,Rosherville 6.6kV,SPN-S000000008470,11,Connection offer made (not yet accepted by customer),1.0,2.41,,,"51.4420512131409, 0.354433040667689"
876,South Eastern Power Networks (SPN),Northfleet,Stonemarshes 11kV,SPN-S000000008544,11,Connection offer made (accepted by customer),1.0,6.64,,,"51.44386097645, 0.254623317868046"
882,South Eastern Power Networks (SPN),Northfleet,Goudhurst 11kV,,132,Budget Estimates Provided,,,1,30,
884,South Eastern Power Networks (SPN),Northfleet,Ebbsfleet Grid,,33,Budget Estimates Provided,1.0,41.75,,,
887,South Eastern Power Networks (SPN),Richborough,Manston 11kV,SPN-S000000008616,11,"Connection offer made (cancelled, expired, superseded)",3.0,4.97,,,"51.353037578375, 1.36475273803397"
912,South Eastern Power Networks (SPN),West Weybridge,Guildford 'A' 11kV,SPN-S000000008521,11,Connection offer made (not yet accepted by customer),1.0,1.5,,,"51.2459436246394, -0.578257455447134"
915,South Eastern Power Networks (SPN),West Weybridge,Merrow 11kV,SPN-S000000008435,11,"Connection offer made (cancelled, expired, superseded)",1.0,1.35,,,"51.2510701377563, -0.545385789244119"
917,South Eastern Power Networks (SPN),West Weybridge,West Weybridge 11kV,SPN-S000000009353,11,Connection offer made (accepted by customer),3.0,5.5,,,"51.3486201840969, -0.488594053389472"
